Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4wNIkl5XGiAACjFBlDWuSd,"What A Man Gotta Do","What A Man Gotta Do","Jonas Brothers",2020-01-17,180644,74,false,teage03,2021-01-03T17:14:41Z,"","Republic Records",0.853,0.696,9,-7.206,1,0.0633,0.00852,0.000001,0.0773,0.324,113.026,4
spotify:track:1NP7bzm8UksJUWXsuFoOwE,"Übermorgen","Übermorgen","Mark Forster",2020-05-01,163275,57,false,teage03,2022-04-24T17:02:41Z,"german pop","Four Music Local",0.583,0.829,6,-4.715,1,0.103,0.0218,0,0.137,0.393,183.975,4
spotify:track:4i2qxFEVVUi8yOYoxB8TCX,"Midnight Sky","Plastic Hearts","Miley Cyrus",2020-11-27,223280,74,false,teage03,2021-01-03T17:14:41Z,"","RCA Records Label",0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,4
spotify:track:10xV5l9nhLvFpR8mqzs0bL,"Numb","Numb","Marshmello,Khalid",2022-06-10,155588,77,false,teage03,2022-07-31T06:06:16Z,"edm","Joytime Collective/RCA Records",0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4
spotify:track:1nH2PkJL1XoUq8oE6tBZoU,"Sacrifice","Dawn FM","The Weeknd",2022-01-06,188918,73,true,teage03,2022-03-16T18:23:22Z,"","XO / Republic Records",0.735,0.795,11,-6.523,0,0.113,0.0296,0.0000318,0.0678,0.905,122,4
spotify:track:0gYXw7aPoybWFfB7btQ0eM,"DON'T YOU WORRY","DON'T YOU WORRY","Black Eyed Peas,Shakira,David Guetta",2022-06-17,196363,70,false,teage03,2022-07-31T06:06:16Z,"latin pop,edm,dance","Epic",0.816,0.875,11,-4.821,1,0.0311,0.203,0,0.209,0.491,131.958,4
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,"Left and Right (Feat. Jung Kook of BTS)","Left and Right (Feat. Jung Kook of BTS)","Charlie Puth,Jung Kook,BTS",2022-06-24,154486,73,false,teage03,2022-07-31T06:06:16Z,"soft pop,pop,k-pop","Atlantic Records",0.881,0.592,2,-4.898,1,0.0324,0.619,0.0000132,0.0901,0.719,101.058,4
spotify:track:0qaWEvPkts34WF68r8Dzx9,"Turn Me On (feat. Vula)","Turn Me On (feat. Vula)","Riton,Oliver Heldens,Vula",2019-09-13,208473,71,false,teage03,2021-01-03T17:14:41Z,"house,future house,disco house","Ministry of Sound Recordings",0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,4
spotify:track:3hWfKBt3n7j1xqIy6LA5ve,"Astronomia","Astronomia","Vicetone,Tony Igy",2016-09-16,198095,68,false,teage03,2021-01-03T17:14:41Z,"edm","b1",0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4
spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"INDUSTRY BABY (feat. Jack Harlow)","MONTERO","Lil Nas X,Jack Harlow",2021-09-17,212352,77,true,teage03,2021-09-19T12:54:21Z,"","Columbia",0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,4
spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,"Arcade (feat. FLETCHER)","Small Town Boy","Duncan Laurence,FLETCHER",2020-11-27,187453,69,false,teage03,2021-02-22T20:58:20Z,"","Universal Music, a division of Universal International Music BV",0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3
spotify:track:4fouWK6XVHhzl78KzQ1UjL,"abcdefu","abcdefu","GAYLE",2021-08-13,168601,77,true,teage03,2021-12-29T20:18:03Z,"","Atlantic/Arthouse Records",0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4
spotify:track:1kwHrBWAlucOE57lWugotk,"Do It Better (feat. Zoe Wees)","Do It Better (feat. Zoe Wees)","Felix Jaehn,Zoe Wees",2022-05-27,170045,62,false,teage03,2022-06-07T17:41:26Z,"tropical house","Virgin",0.677,0.804,1,-5.337,0,0.0677,0.0818,0.0000192,0.158,0.41,122.111,4
spotify:track:5IQvs70wHdurk63TnCV6ZP,"We Made It","We Made It","t-low,Miksu / Macloud",2022-04-22,211826,1,true,teage03,2022-06-07T17:41:26Z,"german hip hop,german indie","Spinnup",0.782,0.711,5,-5.383,0,0.0558,0.585,0.00000826,0.26,0.771,116.049,4
spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,"Heartbreak Anthem (with David Guetta & Little Mix)","Heartbreak Anthem (with David Guetta & Little Mix)","Galantis,David Guetta,Little Mix",2021-05-20,183725,74,false,teage03,2021-08-04T07:23:09Z,"edm,dance","Big Beat Records",0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,4
spotify:track:1W1N3usYjgI3XGQA0iX9Vq,"Sehnsucht","Sehnsucht","Miksu / Macloud,t-low",2022-03-04,152826,2,false,teage03,2022-03-12T13:11:11Z,"german hip hop,german indie","FUTURA",0.804,0.645,6,-7.069,0,0.0773,0.642,0,0.173,0.912,142.09,4
spotify:track:3VT8hOC5vuDXBsHrR53WFh,"Astronaut In The Ocean","Astronaut In The Ocean","Masked Wolf",2019-06-07,132780,2,true,teage03,2021-02-22T21:01:42Z,"","Teamwrk",0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4
spotify:track:135Lf4Q0CzlMNfOxbEUsLH,"Ghost Town","Ghost Town","Benson Boone",2021-10-15,193733,71,false,teage03,2024-08-10T11:18:59Z,"","Night Street Records, Inc./Warner Records Inc.",0.391,0.335,0,-10.064,1,0.0763,0.389,0,0.102,0.116,174.185,3
spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,"everything i wanted","everything i wanted","Billie Eilish",2019-11-13,245425,86,false,teage03,2021-01-03T17:14:41Z,"","Darkroom/Interscope Records",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
spotify:track:1rDQ4oMwGJI7B4tovsBOxc,"First Class","First Class","Jack Harlow",2022-04-08,173947,9,true,teage03,2022-04-24T16:53:01Z,"","Generation Now/Atlantic",0.905,0.563,8,-6.135,1,0.102,0.0254,0.00000971,0.113,0.324,106.998,4
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Prisoner (feat. Dua Lipa)","Plastic Hearts","Miley Cyrus,Dua Lipa",2020-11-27,169333,75,false,teage03,2021-01-03T17:14:41Z,"pop","RCA Records Label",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,4
spotify:track:46HNZY1i7O6jwTA7Slo2PI,"My Universe","Music Of The Spheres","Coldplay,BTS",2021-10-15,226198,81,false,teage03,2022-04-03T18:08:49Z,"k-pop","Parlophone UK",0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,0.47,105.006,4
spotify:track:0O6u0VJ46W86TxN9wgyqDj,"I Like You (A Happier Song) (with Doja Cat)","Twelve Carat Toothache","Post Malone,Doja Cat",2022-06-03,192840,80,true,teage03,2022-06-07T17:35:59Z,"","Mercury Records/Republic Records",0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,4
spotify:track:7hrPCnodGyujkPusquA8fS,"Auf das was da noch kommt","Die Reise (Deluxe Version)","Max Giesinger,LOTTE",2019-09-27,209966,0,false,teage03,2021-02-22T21:18:24Z,"german pop,german indie","BMG Rights Management GmbH",0.661,0.862,6,-4.658,0,0.0699,0.0879,0.00000174,0.117,0.659,119.831,4
spotify:track:6dbVBtP9eHLBuP8YbSqVar,"Stand by Me - Charming Horses Deep Mix","Stand by Me","Deeply Dip,Crystal Rock,Moonanback,Charming Horses",2021-05-21,159642,37,false,teage03,2022-04-15T17:08:02Z,"tropical house,slap house","My.Cover.Music",0.782,0.607,9,-8.037,1,0.0273,0.194,0.0235,0.135,0.568,111.992,4
spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Desesperados","VICE VERSA","Rauw Alejandro,Chencho Corleone",2021-12-10,224996,84,true,teage03,2022-04-24T16:54:30Z,"reggaeton,urbano latino,trap latino,latin","Sony Music Latin/Duars Entertainment",0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4
spotify:track:1dKe9VEGUSNfzn5MDvm6SJ,"Closer (feat. H.E.R.)","Closer (feat. H.E.R.)","Saweetie,H.E.R.",2022-02-10,168873,52,true,teage03,2022-03-18T19:34:37Z,"r&b","ICY/Warner Records",0.833,0.691,6,-5.771,1,0.133,0.139,0.0000299,0.131,0.866,110.985,4
spotify:track:2WDdcu44nSfzESnZ9BY9u5,"Acapulco","Acapulco","Crystal Rock,Marc Kiss,LØU,Austin Christopher",2022-01-07,130713,36,false,teage03,2022-04-15T17:08:02Z,"slap house","My.Cover.Music",0.718,0.942,10,-2.906,1,0.16,0.108,0.00000139,0.208,0.371,128.083,4
spotify:track:0oMoHEZPRd2DnD3EErXYpG,"Down","Down","KALUMA,Albin Loán",2020-03-06,207000,46,false,teage03,2022-04-15T17:08:02Z,"","My.Cover.Music",0.717,0.661,11,-7.602,0,0.0408,0.0249,0.00000156,0.128,0.344,128.051,4
spotify:track:0y60itmpH0aPKsFiGxmtnh,"Wait a Minute!","ARDIPITHECUS","WILLOW",2015-01-11,196520,82,false,teage03,2022-04-03T18:20:25Z,"","Roc Nation W Smith P&D",0.764,0.705,3,-5.279,0,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,4
spotify:track:7JSH9jmLF2BfoZmYlQq5I0,"Physical","Future Nostalgia","Dua Lipa",2020-03-27,193829,0,false,teage03,2021-01-03T17:14:41Z,"pop","Urban",0.643,0.813,0,-4.819,1,0.0492,0.0168,0.000344,0.103,0.747,146.983,4
spotify:track:0Je3J2ml1lrnTLXXIlxrvR,"Never Let Me Down","Never Let Me Down","VIZE,Tom Gregory",2020-04-24,153148,59,false,teage03,2021-01-03T17:14:41Z,"slap house","Kontor Records",0.758,0.848,10,-3.84,1,0.0457,0.21,0,0.114,0.706,127.96,4
spotify:track:6Owc2SuzwO3LW1SAODYK3l,"Melody","Melody","Sigala",2022-01-21,167142,64,false,teage03,2022-03-12T13:11:11Z,"","Ministry of Sound Recordings",0.63,0.91,10,-2.681,0,0.058,0.0231,0.00000191,0.125,0.525,123.017,4
spotify:track:3wgWjD8lURTZF0re6v0hVy,"Mit Dir - TOPIC42 Remix","Mit Dir (TOPIC42 Remix)","Sido,TOPIC42",2022-02-03,158853,47,false,teage03,2022-03-12T13:11:11Z,"german hip hop,german pop","Urban",0.726,0.832,8,-5.404,0,0.0831,0.00437,0.226,0.142,0.568,123.987,4
spotify:track:2JzXBqTIVHYX43t7EcLyMs,"Following The Sun","Following The Sun","SUPER-Hi,NEEKA",2020-10-02,206226,3,false,teage03,2021-02-22T20:49:52Z,"","BLENDED",0.733,0.827,6,-4.432,0,0.033,0.394,0.0252,0.136,0.722,127.021,4
spotify:track:0IuVhCflrQPMGRrOyoY5RW,"she's all i wanna be","she's all i wanna be","Tate McRae",2022-02-04,206772,7,false,teage03,2022-03-12T13:11:11Z,"","RCA Records Label",0.614,0.644,2,-5.372,0,0.0426,0.0134,0.00000707,0.117,0.651,160.036,4
spotify:track:4y0ttsZl7bXSsfxNhNIOlT,"Cold Heart","Cold Heart","KALUMA,Stephanie Schulte",2022-02-11,191822,36,false,teage03,2022-03-12T13:11:11Z,"slap house","My.Cover.Music",0.746,0.848,1,-4.167,1,0.0388,0.00567,0.00459,0.124,0.312,118.024,4
spotify:track:2hBkoDhuGk2AtSCprEFDFP,"Manila","Manila","Ray Dalton,Alvaro Soler",2021-10-15,144621,65,false,teage03,2022-03-16T18:21:10Z,"","Epic Local",0.678,0.735,7,-5.996,1,0.0617,0.234,0,0.423,0.71,150.091,4
spotify:track:3gZBlDWgzrle9SB9ixtKYT,"Chapeau","Chapeau","Robert Redweik,Crystal Rock",2020-05-22,203478,30,false,teage03,2021-01-03T17:14:41Z,"german pop,slap house","My.Charts.Music",0.652,0.741,8,-6.094,1,0.0355,0.629,0.0000448,0.136,0.527,114.965,4
spotify:track:6PQ88X9TkUIAUIZJHW2upE,"Bad Habits","Bad Habits","Ed Sheeran",2021-06-25,231041,13,false,teage03,2021-08-04T07:23:09Z,"soft pop","Atlantic Records UK",0.808,0.897,11,-3.712,0,0.0348,0.0469,0.0000314,0.364,0.591,126.026,4
spotify:track:2MLIRLTx41VStC8Z5NJEG6,"Sorry","Sorry","ClockClock",2022-02-04,176405,55,false,teage03,2022-03-12T13:11:11Z,"","WEFOR",0.767,0.621,7,-4.814,1,0.0422,0.581,0,0.19,0.479,91.033,4
spotify:track:2gpWyfu7eZ01zzncHpxOtA,"Moth To A Flame (with The Weeknd)","Moth To A Flame","Swedish House Mafia,The Weeknd",2021-10-22,234000,9,false,teage03,2022-03-16T18:23:26Z,"edm","Republic Records",0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,4
spotify:track:5uu0D02efCoFMQiLYFT32e,"Levitating","Future Nostalgia","Dua Lipa",2020-03-27,203807,58,false,teage03,2021-08-04T07:19:58Z,"pop","Urban",0.695,0.864,6,-3.352,0,0.0716,0.0569,0,0.215,0.895,103.024,4
spotify:track:0vWUhCPxpJOJR5urYbZypB,"Hypnotized","Hypnotized","Purple Disco Machine,Sophie and the Giants",2020-04-08,195657,65,false,teage03,2021-01-03T17:14:41Z,"disco house,nu disco,funky house,house","Columbia Local",0.69,0.813,11,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,108.078,4
spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Rain On Me (with Ariana Grande)","Chromatica","Lady Gaga,Ariana Grande",2020-05-29,182200,76,false,teage03,2021-01-03T17:14:41Z,"art pop,pop","Interscope",0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,4
spotify:track:20on25jryn53hWghthWWW3,"Do It To It","Do It To It","ACRAZE,Cherish",2021-08-20,157890,80,false,teage03,2021-12-02T20:47:41Z,"tech house","Thrive Music, LLC",0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4
spotify:track:50nfwKoDiSYg8zOCREWAm5,"Shivers","=","Ed Sheeran",2021-10-25,207853,86,false,teage03,2021-12-02T20:47:41Z,"soft pop","Atlantic Records UK",0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4
spotify:track:1vUOJpWc091SBYULNvz9mp,"Alright (feat. KIDDO)","Alright (feat. KIDDO)","Alle Farben,KIDDO",2021-09-17,169000,65,false,teage03,2021-12-02T20:47:41Z,"","WM Germany",0.593,0.804,0,-7.217,1,0.0707,0.0453,0,0.367,0.381,121.97,4
spotify:track:6eCmK3GQyFuTNWCJHsaF9d,"Drive (feat. Wes Nelson)","Drive (feat. Wes Nelson)","Clean Bandit,Topic,Wes Nelson",2021-07-30,179374,63,false,teage03,2021-12-02T20:47:41Z,"","Atlantic Records UK",0.81,0.571,10,-7.189,0,0.085,0.0624,0.00000163,0.094,0.771,125.994,4
spotify:track:46IZ0fSY2mpAiktS3KOqds,"Easy On Me","30","Adele",2021-11-19,224694,85,false,teage03,2021-12-02T20:47:41Z,"soft pop","Columbia",0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4
spotify:track:0lQ2obtzmAsJu9xk3D6FqH,"Friendships (Lost My Love)","Friendships (Lost My Love)","Pascal Letoublon,Leony",2020-11-13,182700,67,false,teage03,2021-12-29T20:18:03Z,"","Virgin",0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4
spotify:track:7qEHsqek33rTcFNT9PFqLf,"Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,90,false,teage03,2021-01-03T17:14:41Z,"soft pop","Vertigo Berlin",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
spotify:track:35mvY5S1H3J2QZyna3TFe0,"positions","Positions","Ariana Grande",2020-10-30,172324,81,true,teage03,2021-01-03T17:14:41Z,"pop","Republic Records",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,4
spotify:track:6cy3ki60hLwimwIje7tALf,"RITMO (Bad Boys For Life)","RITMO (Bad Boys For Life)","Black Eyed Peas,J Balvin",2019-10-12,221714,74,true,teage03,2021-01-03T17:14:41Z,"reggaeton,latin","Epic/We The Best",0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4
spotify:track:4DpNNXFMMxQEKl7r0ykkWA,"Play Date","Cry Baby (Deluxe Edition)","Melanie Martinez",2015-08-14,179867,77,true,teage03,2021-01-03T17:14:41Z,"","Atlantic Records",0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,4
spotify:track:73SpzrcaHk0RQPFP73vqVR,"No Time To Die","No Time To Die","Billie Eilish",2020-02-13,242265,79,false,teage03,2021-01-03T17:14:41Z,"","Darkroom/Interscope Records",0.344,0.22,4,-13.218,0,0.0365,0.917,0.0107,0.0827,0.0522,70.895,4
spotify:track:0eZmBWVC1HYayrP2fqQ7nu,"Colorado","Colorado","Milky Chance",2021-06-17,174347,59,false,teage03,2021-08-04T07:23:09Z,"","Muggelig Records GmbH",0.79,0.744,9,-7.033,0,0.0294,0.287,0.000934,0.0909,0.798,123.984,4
spotify:track:5SFXOMJJ334Wn2PwBHeRZN,"Girls Like Us","Girls Like Us","Zoe Wees",2021-01-12,189000,60,false,teage03,2021-02-22T20:41:04Z,"","Capitol Records UK / EMI",0.444,0.648,1,-4.955,1,0.0476,0.288,0,0.059,0.171,125.706,5
spotify:track:2cbm6J75mCLGczjTnPEyrB,"Who I Am","Melanie C","Melanie C",2020-10-02,212419,36,false,teage03,2021-01-03T17:14:41Z,"","Red Girl Media Ltd",0.651,0.836,7,-6.259,0,0.0366,0.143,0.00168,0.11,0.443,120.035,4
spotify:track:4GDViLh7SAgs5n5awvZ2mr,"Memories","Memories","Crystal Rock,Denis Kalytovskyi",2020-04-17,154434,24,false,teage03,2021-01-03T17:14:41Z,"slap house,acoustic pop","My.Cover.Music",0.809,0.861,8,-5.231,1,0.0398,0.15,0,0.107,0.746,115.008,4
spotify:track:0TrPqhAMoaKUFLR7iYDokf,"Know Your Worth","Know Your Worth","Khalid,Disclosure",2020-02-04,181436,68,false,teage03,2021-01-03T17:14:41Z,"house","Right Hand Music Group, LLC/RCA Records",0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,4
spotify:track:76Tuo484SLohJakHLnGI3B,"Sweet Melody","Confetti","Little Mix",2020-11-06,213693,64,false,teage03,2021-08-29T06:52:16Z,"","RCA Records Label",0.448,0.824,5,-4.249,0,0.057,0.0739,0,0.113,0.419,119.965,4
spotify:track:4nK5YrxbMGZstTLbvj6Gxw,"Supalonely","STELLA & STEVE","BENEE,Gus Dapperton",2019-11-15,223480,70,true,teage03,2021-01-03T17:14:41Z,"bedroom pop","Republic Records",0.863,0.63,7,-4.688,1,0.0537,0.304,0.0000304,0.123,0.816,128.977,4
spotify:track:6OufwUcCqo81guU2jAlDVP,"Love Tonight (Edit)","Love Tonight","Shouse",2017-12-14,241970,74,false,teage03,2021-08-04T07:23:09Z,"","Hell Beach",0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4
spotify:track:0bI7K9Becu2dtXK1Q3cZNB,"Don't Be Shy","Don't Be Shy","Tiësto,KAROL G",2021-08-12,140500,76,true,teage03,2021-12-02T20:47:41Z,"edm,trance,big room,house,dance,reggaeton,latin,urbano latino","Atlantic Records",0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,4
spotify:track:3BrWLBC4WYx393yRUOlTih,"Meet Me At Our Spot - Live","Meet Me At Our Spot (Live)","THE ANXIETY,WILLOW,Tyler Cole",2021-10-22,147828,63,true,teage03,2021-12-29T20:18:03Z,"","MSFTSMusic / Roc Nation Records, LLC",0.694,0.475,2,-7.035,1,0.0345,0.159,0.0000039,0.103,0.391,94.987,4
spotify:track:7lidXGPXPYLNThITAOTlkK,"You should be sad","Manic","Halsey",2020-01-17,205473,73,true,teage03,2021-01-03T17:14:41Z,"","Capitol Records",0.591,0.585,2,-6.35,1,0.0276,0.143,0,0.109,0.323,110.943,4
